text_es,translation
"Siento responder a lo que le dicen, entra en su habitación, cierra la puerta y se recuesta en la cama, con las dos manos debajo de la nuca. No cierra los ojos en toda la noche. El desfile de las horas no le borra de la mente la imagen de la tienda vacía, sin la Treseta. Y cuando amanece, le parece que es su propio aliento el que ha empañado los cristales de la ventana.","Hona hemen itzulpena:

Erantzutera ausartzen naiz, sartzen da bere gelan, ixten du atea eta etzan egiten da ohean, burua burkoaren azpian duela bi eskuekin. Ez ditu begiak itxi gau osoan. Orduen desfileak ez dio burutik kentzen denda hutsaren irudia, Treseta gabe. Eta egunsentian, leihoaren kristal lausotuak bere arnasa propioa direla iruditzen zaio."
¡Dadatta! [(gritando)] ¿Qué es este escándalo? ¿Qué es este estruendo?,"""Zer da hau iskanbila? Zer da hau zalaparta?"""
Clínia. ¿Qué le diré? ¿Qué excusa le pondré?,Clínia. Zer esango diot? Zer aitzakia jarriko diot?
Señor Josep Això: son sus planetas. Tiene toda la razón… porque son sus planetas.,Josep jauna: hori da bere planeta. Arrazoia du... hori baita bere planeta.
"Martirià, no te atrevas a decir que con mi idealismo disminuyo, ni el valor del mundo, ni la capacidad intelectual de los seres humanos.","Martirià, ez zaitez ausartu esatera nire idealismoa gutxitu denik, ez munduaren balioa, ezta gizakien ahalmen intelektuala ere."
"III El amigo A pesar de todo, existía un ser, posterior al humilde y poco atractivo menudero, que conocía al perro como si lo hubiera dado a luz. No diría que fuera el hermano de leche del propio Ravachol, pero sí que muchas veces habían compartido el mismo plato. Ya comprenderán que se trata de un íntimo amigo de Met, y tan íntimo que era su hijo mayor. Mientras el cachorro no tuvo uso de razón, el hijo de Met lo agasajaba con las sobras de sus desayunos. Después comenzó el régimen severo, la educación preparatoria para un futuro implacable, y al pobre chico y al triste cachorro los separaron sin contemplaciones. Pero se miraban, se miraban y se entendían. Juli y Ravachol, uno desde el balcón de la galería y el otro desde la puerta de su pequeña casa de guarda, mantenían animados diálogos.","III. Adiskidea

Hala ere, bazegoen izaki bat, umila eta erakargarria ez zen txikiaren atzean, zakurra amak bezala ezagutzen zuena. Ez nuke esango Ravacholen bera baino anaia zaharragoa zenik, baina bai askotan plater bera partekatu zutela. Ulertuko duzue Meten adiskide intimo bati buruz ari naizela, eta hain intimoa zen, bere seme nagusia zela. Txakurkumeak arrazoia izan zuen arte, Meten semeak goizeko sobrak eskaintzen zizkion laztanekin laztantzen zuen. Ondoren, etorkizun gupidagabe baterako hezkuntza zorrotza hasi zen, eta mutiko txiroa eta zakur tristea banandu egin zituzten, baina elkarri begiratzen zioten, elkarri begiratzen zioten eta elkar ulertzen zuten. Juli eta Ravachol, bat galeriako balkoitik eta bestea bere etxe txikiaren atarian, elkarrizketa animatuetan aritzen ziren."
Lubin: No debe saber nada de todo esto.,Lubin: Honezkero ez daki ezer honetaz.
Príncipe Demetrio. ¿Quiere decir que no hay peligro al adentrarse tanto...?,Demetrio printzea. Esan nahi duzu ez dagoela arriskurik horrenbeste barruratzean...
"CLXXX Quien confiesa sus culpas lo hace para, una vez liberado de esa carga, poder cometer otras nuevas.","CLXXX Bekatuak aitortzen dituena, horrela, bekatu horietatik libratu ondoren, beste berri batzuk egiteko prestatzen da."
"Carlot, [a la derecha]. ¡Señor, parece que se acercan dos coches!","Carlot, [eskuinean]. Jauna, bi auto hurbiltzen ari direla dirudi."
"¡Teófilo, que los enemigos se han acercado a las murallas!","Teófilo, etsaiak harresietara hurbildu dira!"
"II La espaciosa sala, recién pintada de amarillo, parecía que se resquebrajaba con tanta gente; ¡hasta mareaba la apretada y bulliciosa multitud que llegaba como una ola en un día de bautizo!","II Areto handia, horiz margotua berriki, jendez gainezka zegoen; jendetza trinko eta zalapartatsua zela eta, zirudien eraitsi egingo zela! Jende uholdea zetorren, bataio egun batean olatua bezala!"
"Desde aquel día, más que por la caza de perdices, se refugiaba en el palacio-cabaña del Campot, con el fin de soñar y entregarse a las sugestiones de su incipiente pubertad. Sentía el corazón inquieto, con ganas de ir y venir, y deseaba estar solo entre las sombras que proyectaban las frondas, las cuales encubrían todo tipo de erotismos salvajes. Y le daba vergüenza confesar incluso a sí mismo que, a pesar de todo, la hija del arrendatario de la casa de los Aspriu, una joven de unos catorce años, morena, corpulenta y de ojos saltones, ocupaba sus pensamientos. ¡Jamás lo hubiera dicho! Deseaba tenerla allí, a su lado, para satisfacer una multitud de curiosidades deshonestas, impulsadas por el despertar natural y por la luz y el aire vigorizantes de la montaña. Además, Innocenci, aunque lo hacía a regañadientes y con poca frecuencia, recordaba que era estudiante de bachillerato y que, al próximo octubre, después de matricularse en la Universidad, tendría que irse a Barcelona para estudiar una carrera. Pero, ¿qué carrera? “Cualquiera”, le había dicho su padre. Él no quería ser como tantos otros propietarios rurales, mezquinos y despreciables, que se aferran a la tierra con la misma tenacidad que una ostra a la roca. No obstante, una carrera nunca viene mal. Además de dignificarlo como heredero, le brindaría la posibilidad de vivir un día con más holgura de la que él mismo había tenido. Y quién sabe si lo libraría de caer en manos de usureros y de la miseria más absoluta.","Harez geroztik, usoen ehiza baino gehiago, Campoteko baserri-etxean babesten zen, bere pubertate hasiberriaren iradokizunei eta sugestioei amore emanez. Bihotza urduri sentitzen zuen, joan-etorrian ibiltzeko gogoz, eta itzalpean egon nahi zuen, zuhaitzen hostoek proiektatzen zituzten itzalen artean, non mota guztietako erotismo basatiak ezkutatzen ziren. Eta lotsa ematen zion, baita bere buruari ere, onartzea, hala ere, Aspriu etxeko errentariaren alaba, hamalau urteko neska morena, gizen eta begi handikoa, bere pentsamenduetan zegoela. Inoiz ez nuen pentsatuko! Hantxe nahi nuen, bere ondoan, desohorezko hainbat jakin-min asetzeko, naturalki esnatutako eta mendiaren argi eta aire indargarriek piztutakoak. Gainera, Innocenci, nahiz eta aho txikiarekin eta gutxitan, gogoratu zuen batxilergoko ikaslea zela eta, hurrengo urrian, unibertsitatean matrikulatu ondoren, Bartzelonara joan beharko zela ikasketa batzuk egitera. Baina, zein ikasketa? ""Edozein"", esan zion aitak. Ez zuen nahi izan bezala, hainbeste lurjabe bezalakoa izan, mespretxagarri eta zekenak, lurrari itsatsita, itsaski bati arrokari bezala. Hala ere, ikasketa batzuk ez datoz gaizki. Ez bakarrik duintasuna emango zion oinordeko gisa, baizik eta aukera emango zion egun batean lasaiago bizitzeko, berak izan zuen baino. Eta nor daki, agian, usureroen eskuetatik eta miseria absolututik lib"
"Júlia. Y no sé por qué trabaja, ¿sabe, Pepe? Es pura tozudez. Al final la ganancia no es nada del otro mundo.","Júlia. Eta ez dakit zergatik egiten duen lan, Pepe? Badakizu, puruzko gogogabetasunagatik da. Azkenean irabazia ez da beste munduko ezer."
"Era evidente que Pina quería conservar la amistad, aunque le resultaba difícil precisar la naturaleza de los sentimientos que la unían a él. Él era rico, no le llevaba más de cuatro o cinco años, era agradable a la vista y ella lo apreciaba como a un ingenuo. De vez en cuando le regalaba joyas costosas y le había prometido que, al hacer sus cuentas anuales, le daría unos cuantos billetes de mil para que empezara a invertir en bolsa; a cambio, solo le pedía que no lo avergonzara, que dejara de lado sus antiguos amigos, que no se exhibiera en lugares de dudosa reputación y que no protagonizara escándalos como el de su escapada a París.","Argi zegoen Pina laguntasuna mantendu nahi zuela, nahiz eta zaila egiten zitzaion sentimendu horien izaera zehaztea. Diruduna zen, ez zituen lau edo bost urte baino gehiago, atsegina zen begientzat eta berak ingenuotzat hartzen zuen. Noizean behin bitxi garestiak oparitzen zizkion eta agindu zion urteko kontuak egiten zituenean zenbait mila pezetako billete emango zizkiola burtsan inbertitu zezan; trukean, soilik eskatzen zion ez zezala lotsatu, ez zezala alde batera utzi bere antzinako lagunak, ez zedila agertu ospe zalantzazko lekuetan eta ez zezala eskandalurik sortu, hala nola, Parisera ihes egin zuenekoa."
"—¡Ay, Señor! ¿Qué sabrá uno? Pero en las tiendas no hay nadie atendiendo, los dependientes salen a la puerta a hablar en voz baja con los vecinos y el muchacho de la Cisa decía si los artilleros de Sant Agustí se habían encerrado dentro. ¡San Marcos, Santa Cruz...!","—A, jauna! Nork daki? Baina dendetan ez dago inor atenditzen, saltzaileak atarira atera dira auzokideekin xuxurlaka hitz egitera eta Cisako mutilak esaten zuen Sant Agustíko kanoi-garraiolariek barrura sartu ote ziren. San Markos, Santa Kruz..."
El Saloma. Su esposo ya ha prestado juramento. Era inocente de todo.,El Saloma. Bere senarrak zin egin du dagoeneko. Guztitik errugabea zen.
"Mar al poniente, mar al levante, mar al sur; el promontorio del Convento parecía un enorme barco encallado en tierra por la popa. ¡Qué aislamiento! ¡Qué dulce soledad! Las aguas eran tan serenas que se podía percibir, a través de unos tenues colores, la naturaleza del fondo marino. Esas zonas sombrías de color púrpura, esos tonos amarillos y esos verdosos indicaban, respectivamente, los bancos de rocas, las arenas y los lechos de algas submarinas. No muy lejos de la costa pasó un barco, que parecía suspendido sobre una superficie cristalina, sin grosor aparente, extendiendo por ella, como lenguas, sus reflejos luminosos. Al mismo tiempo, su sombra se alejaba en el profundo fondo marino, como cuando vemos la sombra de una nube errante que se desliza por una llanura desde la cima de una montaña. Hacia el horizonte, la vista se perdía en unos suaves y fluidos paisajes. Todo estaba envuelto por la fragancia y el canto de los pájaros que, como amigos y compañeros del santo fraile, adornaban con sus flores la celda con un frutal en flor. El padre Armengol sentía una dulzura y una ternura desconocidas hasta ese momento. Levantó los ojos al cielo y, con un sentimiento de agradecimiento, bendijo la bondad de Dios. Pero, tras una breve reflexión, se detuvo. ¿No debía desconfiar del influjo enervante de las cosas benignas? ¿No inclinaban a la pereza y a la languidez? ¿No eran un placer que todo verdadero penitente debía temer y evitar?","Mendebaldeko itsasoa, ekialdeko itsasoa, hegoaldeko itsasoa; Konbentuaren itsaslabarra lur lehorrera popan hondartutako itsasontzi erraldoi bat zirudien. Bakardadea! Bakardade gozoa! Ura hain zen bare, ezen kolore meheen bidez ur azpiko lurzorua hautematen baitzen. Purpura koloreko zonalde ilun horiek, hori koloreko tonu horiek eta berde horiek, hurrenez hurren, harkaitz-hondar, hondar eta itsas alga-oinarriak adierazten zituzten. Kostaldetik ez oso urrun, itsas azala kristalinoa zirudien ontzi bat igaro zen, bere islak hedatzen zituen, mihiztadura gisa, gainazalean, argi-izpiak. Aldi berean, bere itzala ur sakonean urruntzen zen, hodei ibiltari baten itzala mendi gailurretik lautada batean zehar irristatzen ikusten dugunean bezala. Horizonte aldera, ikuspegia paisaia leun eta fluidoetan galtzen zen. Guztia lurrinak eta txorien kantuek inguratzen zuten, fraide santuaren lagun eta kide zirenek, loreekin apaindu zuten zelula, lorezaintzan loratzen ari zen fruituarekin. Aita Armengolek ezezagunak zitzaizkion gozotasuna eta samurtasuna sentitu zituen. Zerura begiratu zuen eta, esker oneko sentimendu batekin, Jainkoaren ontasuna bedeinkatu zuen. Baina, hausnarketa labur baten ondoren, gelditu egin zen. Ez ote zuen mesfidatu behar gauza onberen eragin ahulak? Ez ote zuten nagikeria eta nekea eragiten? Ez ote zen benetako penitente batek beldur"
¡Otro hombre! ¡No! ¡No! [(Recogiendo también la suya)].,Beste gizon bat! Ez! Ez! (Berearen ere bai).
"—¡Oh, Dios mío! ¿Qué hemos hecho para merecer esto? ¿Por qué me lo has quitado?",—Ai ene jainkoa! Zer egin dugu guk horrelakorik merezi izateko? Zergatik kendu didazu?
"—Sí... sí —repitió, como tomada por sorpresa, María Gloria, visiblemente afectada por la pregunta.","—Bai... bai —errepikatu zuen, ustekabean harrapatuta, María Gloriak, nabarmenki hunkituta galderarengatik."
"Temme se alejó, visiblemente preocupado. La nueva solución que su abuelo, el señor Mundet, le instaba a probar le causaba cierta inquietud. No era que no la considerara buena idea. ¿Qué podría ser mejor para él que comprarse un negocio, administrarlo a su gusto y no tener que repartir las ganancias con nadie? Pero… ¡tener que pedirle dinero a su madre! ¡Y tanto dinero! ¿Quién sabe cómo reaccionaría ella, con lo malhumorada que solía estar? ¡Imaginen: darle de golpe, sin previo aviso, una noticia tan impactante! Sería mejor empezar por hablarle de algo más ligero, iniciar una conversación íntima, una conversación donde las palabras fluyeran con naturalidad, y luego, poco a poco, insinuarle el asunto. ¿Pero de qué podría hablarle para empezar a tantear el terreno? No se le ocurría nada. Cuanto más lo pensaba, más se le encogía el corazón y más confusión sentía.","Temme urrundu egin zen, nabarmen kezkatuta. Bere aitona Mundetek proposatzen zion irtenbide berriak zalantza sortzen zion. Ez zen ideia txarra iruditzen zitzaionik. Zer izan zitekeen hoberik beretzat, negozio bat erosi, nahi bezala kudeatu eta irabaziekin ez partekatu behar izatea baino? Baina… amari dirua eskatu beharra! Eta hainbeste diru! Nork daki nola erreakzionatuko zuen, hain umore txarrekoa izaten baitzen? Imajinatu: bat-batean, abisurik gabe, horren albiste harrigarria ematea! Hobe izango litzateke zerbait arinagoaz hitz egiten hastea, elkarrizketa intimo bat hastea, non hitzak naturaltasunez jarioko liratekeen, eta gero, pixkanaka, kontua aipatzea. Baina, zer hitz egin ziezaiokeen hasieran, gaia ukitzen hasteko? Ez zitzaion ezer bururatzen. Zenbat eta gehiago pentsatu, orduan eta gehiago estutzen zitzaion bihotza eta nahasiago sentitzen zen."
"—No lo mató la tropa, tío; ¿no es eso lo que piensas?","—Ez zuten hil tropak, osaba; hori pentsatzen ari zara, ezta?"
